Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Raw 12	Raw 13	Raw 14	Raw 15	Raw 16	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Ratio 12	Ratio 13	Ratio 14	Ratio 15	Ratio 16	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
CAL-51_NPC-26	2	2.0	2.093	2.069	2.126	2.0516	2.0316	2.0949999999999998	2.0049	2.0115	2.043	2.0488	2.051	2.027	2.0399000000000003	2.0093	1.9815	2.0460000000000003	1.0	1.0465	1.0345	1.063	1.0258	1.0158	1.0474999999999999	1.00245	1.00575	1.0215	1.0244	1.0255	1.0135	1.0199500000000001	1.00465	0.99075	1.0230000000000001	1.0	7.257065388046275	10.0	1.0362389748871261	1.0131596040406554	0.018861461227369793	1.0216494139805923	0.015450882178696699	0.2802891371272438	0.8547046795669221	56.426061820153116	0.007215143965382298	0.005890630969816734	1.0220604166666667	0.018223121105361426	1.6619110512105657	0.25140760010172364	0.5996215976431006	0.010526560930090415	-0.0	not
CAL-54_NPC-26	1	1.0	0.9578	1.027	0.9219	0.8983	0.9599	0.9513	0.9534	0.9575	1.042	1.126	0.9985	1.047	1.071	1.152	1.065	1.008	1.0	0.9578	1.027	0.9219	0.8983	0.9599	0.9513	0.9534	0.9575	1.042	1.126	0.9985	1.047	1.071	1.152	1.065	1.008	0.0	6.610186827071989	6.760645570598834	0.9547618127985203	1.0673016925829792	0.09396803827269304	1.0098077260359868	0.042671853113647434	0.6036353497542961	0.2501335735784482	14.623043714860327	0.01728849645546033	0.018506744634189387	1.0088937500000001	0.06778426284221505	6.474169710760666	0.004555393320333455	2.3414741193548863	0.20780242650513603	0.003183041830535168	not
CAL-62_CIL70	1	1.0	1.199	1.164	1.2	1.213	1.218	1.222	1.204	1.19	1.214	1.183	1.159	1.218	1.195	1.132	1.032	0.1375	1.0	1.199	1.164	1.2	1.213	1.218	1.222	1.204	1.19	1.214	1.183	1.159	1.218	1.195	1.132	1.032	0.1375	0.0	4.5536135490385075	5.421249930609089	1.1885898849769043	0.0001	-2.7465513653672797	1.1448651847819522	0.051237521096990105	0.9583227134500116	0.7253483527738706	19.991162542465293	0.015714001672809955	2.4162899089992695	1.1244427083333333	0.2513600668051627	98.03342827018798	4.5056939890426304e-09	8.346238307370976	37.8210958796827	6.0553124248174	down
CAL-62_NPC-26	1	1.0	1.3430000000000002	1.214	1.217	1.1840000000000002	1.341	1.168	1.182	1.001	1.108	1.03	0.3348	0.9137	0.5941	0.1036	0.106		1.0	1.3430000000000002	1.214	1.217	1.1840000000000002	1.341	1.168	1.182	1.001	1.108	1.03	0.3348	0.9137	0.5941	0.1036	0.106		0.0	5.649746841196566	0.7991405136902506	1.239556799390701	0.0001	-2.4447799558096563	0.9352389872724857	0.17335716315821367	0.812753939108217	0.615212932038611	0.5565381494622523	0.09251818483447614	0.5627648321212468	0.9288022222222221	0.40062467719445405	17.362486543424342	7.93852674334055e-05	4.1002600878253626	10.521091609968186	3.119173855018997	down
CAL-78_CIL70	1	1.0	0.9483	0.9943	0.8775	0.9599	0.9686	0.8984000000000001	0.8615999999999999	0.9674	0.9202	0.957	0.9062	0.9521	0.8588	0.8974	0.8714	0.6731	1.0	0.9483	0.9943	0.8775	0.9599	0.9686	0.8984000000000001	0.8615999999999999	0.9674	0.9202	0.957	0.9062	0.9521	0.8588	0.8974	0.8714	0.6731	0.0	4.147251396236447	1.7354680394465627	0.9318991781956735	0.0001	-0.5529531210338725	0.9157733036277181	0.04083705257703961	0.6977978671715784	3.5551833678373725	3.018907032782168	0.013448652433062246	8.559079556916108	0.91095625	0.07430144386969424	9.819370233073373	0.0007739145801751024	3.111306971365957	2.5589615090392037	1.009946877301347	not
CAL-78_NPC-26	1	1.0	1.011	1.045	1.04	0.9635	0.948	0.9601	0.9527	0.9237	1.022	1.033	0.9493	0.9789	0.5129	0.6598999999999999	0.7358	0.8868	1.0	1.011	1.045	1.04	0.9635	0.948	0.9601	0.9527	0.9237	1.022	1.033	0.9493	0.9789	0.5129	0.6598999999999999	0.7358	0.8868	0.0	5.511615762841617	10.0	0.9872626488219607	0.6983279253366913	-0.5180234292792566	0.9161177841892073	0.0742972168231539	0.7287591914035626	0.5838770875167132	63.424878310223214	0.024529686441507496	0.04908425469370324	0.9149770833333335	0.14271368854361038	11.431048614015129	0.0003862685722368598	3.413110625687304	2.581356955076939	1.0196293401345171	
CAL-85-1_NPC-26	1	1.0	1.102	1.0490000000000002	1.002	1.038	1.047	1.0759999999999998	1.091	1.029	1.014	1.029	1.002	1.019	0.7623000000000001	0.9967	0.754	0.3621	1.0	1.102	1.0490000000000002	1.002	1.038	1.047	1.0759999999999998	1.091	1.029	1.014	1.029	1.002	1.019	0.7623000000000001	0.9967	0.754	0.3621	0.0	4.4998476539194945	1.6404613532237733	1.0316879276016109	0.0001	-1.259018635960014	0.9771008950689823	0.06815010257970215	0.8520294456260945	0.6496349615743391	1.2526941527182684	0.022795911779590096	1.1864017376768592	0.9664010416666665	0.177195695416464	24.481760471481344	8.873147837112865e-06	5.051922282562264	8.831370024354444	2.9069334727647704	down
CAMA-1_CIL70	1	1.0	0.9548	0.8878	0.8249	0.9231	0.9763	0.8925	0.8843000000000001	0.871	0.9038	0.8936	0.8456	0.8924	0.9228	0.9112	0.9	0.04658	1.0	0.9548	0.8878	0.8249	0.9231	0.9763	0.8925	0.8843000000000001	0.871	0.9038	0.8936	0.8456	0.8924	0.9228	0.9112	0.9	0.04658	0.0	4.544666559129465	10.0	0.9015790985353495	0.01679085432845998	-4.443291332418951	0.8725908473387077	0.04222692890605815	0.9581035081717746	48.091344114946445	2917.2406159305206	0.012907405397953287	61.06163706920267	0.8560697916666667	0.20630493209603895	97.19465215522325	4.729369251060318e-09	8.325196776608918	51.37644231518394	6.781060717005862	down
CAMA-1_NPC-26	1	1.0	1.047	1.087	1.087	1.095	1.051	1.084	1.024	1.065	1.048	1.026	1.057	1.0590000000000002	1.056	1.031	1.094	1.128	1.0	1.047	1.087	1.087	1.095	1.051	1.084	1.024	1.065	1.048	1.026	1.057	1.0590000000000002	1.056	1.031	1.094	1.128	0.0	4.705032603954657	8.006623121284473	1.0574534040784798	1.124217204001166	0.16862388580327517	1.061989284895431	0.024620326033250168	0.3699635608593481	0.12724252945926465	146.6390891653778	0.007528811208574186	0.037117191402604464	1.0631145833333333	0.031082013459762	2.5236011249936023	0.10125095642432214	0.9946008657148381	0.37502363079140055	0.03204948763784318	not
CAPAN-1_NPC-26	1	1.0	0.9699	1.07	0.8904000000000001	1.014	0.9929	1.021	1.063	1.021	1.0490000000000002	1.11	0.998	1.035	0.5582		0.4907999999999999	0.2845	1.0	0.9699	1.07	0.8904000000000001	1.014	0.9929	1.021	1.063	1.021	1.0490000000000002	1.11	0.998	1.035	0.5582		0.4907999999999999	0.2845	0.0	5.395850387651064	5.718402500998466	1.0208650045228893	0.43344054633821316	-1.20609013412459	0.8912579368998594	0.06243712474147546	0.9288646588689038	0.06835100996567711	3.331443918515984	0.02087124080620965	0.051013096018886935	0.8962744680851066	0.23453002563811495	52.437933387218344	3.3323816121624707e-07	6.477245270600631	13.074906625027019	3.5345043861214167	down
CAS-1_CIL70	1	1.0	1.203	1.196	1.252	1.107	1.192	1.111	1.09	1.175	1.186	1.21	1.056	1.069	1.084	1.071	0.6945999999999999	0.02688	1.0	1.203	1.196	1.252	1.107	1.192	1.111	1.09	1.175	1.186	1.21	1.056	1.069	1.084	1.071	0.6945999999999999	0.02688	0.0	4.661976966434351	3.752786023614621	1.142697050215991	0.0001	-3.2382200654323894	1.0731516205109028	0.06732161352415511	0.9429540588122133	0.07624273243578983	2.25941691212338	0.02083602550944261	0.23345147609488268	1.0532395833333332	0.2820679780259089	70.35835560371794	2.8976239703494702e-08	7.537957974350749	34.01102509089541	5.807058797983789	down
CAS-1_NPC-26	1	1.0	1.029	0.997	1.036	0.9902	0.9892	1.031	1.065	0.9431	1.044	1.024	0.9744	0.856	1.136		0.024	0.02239	1.0	1.029	0.997	1.036	0.9902	0.9892	1.031	1.065	0.9431	1.044	1.024	0.9744	0.856	1.136		0.024	0.02239	0.0	4.958854132116384	4.973660961528134	1.0062208279753495	0.009881891416574718	-6.442736547546972	0.8826266171681166	0.06062579252068743	0.96639892076834	0.1799036409943364	3.2033539957545343	0.01949247746194244	0.07392341975222157	0.8748547872340425	0.3308935480466113	115.1575957328133	5.492931383148109e-09	8.26019582608446	70.49022765205684	7.142253838269568	down
CCF-STTG1_NPC-26	2	2.0	2.253	2.3280000000000003	2.299	2.292	2.3049999999999997	2.268	2.362	2.252	2.283	2.6399999999999997	2.403	2.3529999999999998	2.5060000000000002	2.41		2.3739999999999997	1.0	1.1265	1.1640000000000001	1.1495	1.146	1.1524999999999999	1.134	1.181	1.126	1.1415	1.3199999999999998	1.2015	1.1764999999999999	1.2530000000000001	1.205		1.1869999999999998	1.0	6.438051799296076	10.0	1.1411324811914534	1.2200852760725525	0.28698198636805416	1.1767453147010256	0.04848911267641867	0.4470827879470717	1.6219666570233	227.71456303313553	0.018673254238195373	0.025047272168044886	1.1750478723404254	0.06576784831168046	3.358660804637823	0.0495127317155134	1.305283112120428	0.7865484609521785	0.18247452683201568	
CCK-81_CIL70	1	1.0	1.357	1.223	1.019	0.8076000000000001	0.9777	0.7914	0.9388	0.8795000000000001	0.9784	0.9949	0.9315	1.161	1.252	1.172	1.03	0.9202	1.0	1.357	1.223	1.019	0.8076000000000001	0.9777	0.7914	0.9388	0.8795000000000001	0.9784	0.9949	0.9315	1.161	1.252	1.172	1.03	0.9202	0.0	8.461837554228076	7.232174474453964	1.2479580573435591	0.9890328763279287	-0.015909616646211343	1.0153102202205817	0.13335726761894703	0.23887534770493657	0.43745209600221047	19.926690300336986	0.10859820911475193	0.04234589411325075	1.0242375000000001	0.15286367800530254	1.3342411229745805	0.36195531829163763	0.4413450378012664	0.007559900973846216	-0.0	
CCK-81_NPC-26	1	1.0	1.11	1.192	1.182	1.089	1.016	1.179	0.9451	1.202	0.8481000000000001	0.9772	0.8983	0.9384	1.004	1.0659999999999998	1.088	0.9455	1.0	1.11	1.192	1.182	1.089	1.016	1.179	0.9451	1.202	0.8481000000000001	0.9772	0.8983	0.9384	1.004	1.0659999999999998	1.088	0.9455	0.0	6.663743419691014	10.0	1.1075978649746276	0.9741103523602964	-0.0378428772154436	1.040725309143763	0.08455684534307789	0.3659260712881731	0.7144559785719782	51.128143847437606	0.03419373245606801	0.03655781275929164	1.041959375	0.10620625723968061	2.4548890389319995	0.10849841209552669	0.9645766177896167	0.03830376342101343	-0.0	
CFPAC-1_CIL70	1	1.0	0.8215	0.8893000000000001	0.8701000000000001	0.8569	0.8515999999999999	0.8537	0.8534	0.9614	0.9576	0.9905	0.8449	0.8395	0.9854	1.028	0.9375	0.9553	1.0	0.8215	0.8893000000000001	0.8701000000000001	0.8569	0.8515999999999999	0.8537	0.8534	0.9614	0.9576	0.9905	0.8449	0.8395	0.9854	1.028	0.9375	0.9553	0.0	6.959385289973348	10.0	0.8642187263808446	0.9439924772583254	-0.08315273219150852	0.9093970540046076	0.056268231779606895	0.26798318528251786	1.0237080146448094	66.15674472632256	0.02432709337144192	0.02275697314297888	0.9083625	0.06584411131213858	1.5696420799366972	0.27842248562763894	0.5552956936675641	0.1245918071462686	2.4404614363521057e-06	not
CFPAC-1_NPC-26	1	1.0	1.121	1.062	1.081	1.083	1.097	1.065	1.064		1.0590000000000002	1.055	1.054	1.0759999999999998	1.06	1.029	1.061	1.088	1.0	1.121	1.062	1.081	1.083	1.097	1.065	1.064		1.0590000000000002	1.055	1.054	1.0759999999999998	1.06	1.029	1.061	1.088	0.0	10.920818753952375	10.0	1.0	1.069202026453002	0.09653447702857647	1.069202026453002	0.020289361686293274	0.4121759979997026	6.43220104820305e-24	0.0	0.023428136862534213	0.006049118926750872	1.067729642911449	0.026523958414329044	2.8359660903440584	0.0789244063340747	1.1027886761675172	0.1851976604603954	0.0016212413588505114	not
CGTH-W-1_CIL70	1	1.0	0.965	0.9788	0.9857	1.003	0.9797	0.9899	0.9829	0.9969	0.9975	0.99	0.9698	1.013	0.9787	0.9527	0.3565	0.0252	1.0	0.965	0.9788	0.9857	1.003	0.9797	0.9899	0.9829	0.9969	0.9975	0.99	0.9698	1.013	0.9787	0.9527	0.3565	0.0252	0.0	4.761757689599998	4.317328230072447	0.9892348322823358	0.023269720015515048	-4.364482730071739	0.9109635002880422	0.01706887299018879	0.9957772362774764	0.010991381498175698	0.4292633327034503	0.005261294452929279	0.02456909354371608	0.8958499999999999	0.2626946765510015	1002.4076086141108	7.311716593652692e-15	14.135980650452302	202.03550973602907	10.131177556802133	down
CGTH-W-1_NPC-26	1	1.0		1.117	1.0490000000000002	1.047	1.094	1.072		1.056	1.041	1.027	1.019	0.9816	1.007	1.044	1.012	1.065	1.0		1.117	1.0490000000000002	1.047	1.094	1.072		1.056	1.041	1.027	1.019	0.9816	1.007	1.044	1.012	1.065	0.0	6.588711132327538	2.517909511550161	1.069082723140021	1.0204844361447365	0.02925438869077881	1.0438644618519117	0.029351986208199735	0.2947449264521679	0.4388400668095256	5.990462664674958	0.014226519203157786	0.01450373694620151	1.0439110674127943	0.0349979306665625	1.5813968525234927	0.2846807314312724	0.5456419270092353	0.02428577274436572	-0.0	not
CHP-126_CIL70	1	1.0	1.153	1.064	1.18	1.211		1.398	1.31	1.138	0.7962	0.9046	1.013	1.153	0.8157	0.2065	0.03072	0.0271499999999999	1.0	1.153	1.064	1.18	1.211		1.398	1.31	1.138	0.7962	0.9046	1.013	1.153	0.8157	0.2065	0.03072	0.0271499999999999	0.0	5.185819876680604	3.569451649393402	1.1276235344295755	0.022188600883498107	-5.38750626373669	0.9350123608624802	0.1398891887346262	0.889826336092939	0.0865650965067637	1.911955214902873	0.04773690200545814	0.12841488846797924	0.9194732786166454	0.42189636128708424	32.383397203652635	3.846844546013384e-06	5.414895363517121	23.400167216476525	4.719288227961194	down
CHP-126_NPC-26	1	1.0	0.9458	1.019	1.146	0.9715	0.9719	0.9002	1.186	0.9696	1.022	0.8064	0.9903	0.9711	0.8708	0.9421	0.9735	0.9436	1.0	0.9458	1.019	1.146	0.9715	0.9719	0.9002	1.186	0.9696	1.022	0.8064	0.9903	0.9711	0.8708	0.9421	0.9735	0.9436	0.0	6.434559326581676	10.0	1.0158442336887286	0.9300174776729553	-0.10467026606973948	0.9771970713084321	0.0756490874489534	0.23067211466951942	2.2054713368764207	294.90478780853255	0.028849532160172026	0.035327552226901274	0.9780145833333332	0.0862480392896039	1.2743349757379467	0.38699952715172925	0.4122895656155078	0.15969252767023062	0.0004909590451294874	not
CHP-212_NPC-26	1	1.0	1.147	1.173	1.019	1.054	1.089	1.137	1.0490000000000002	1.054	1.071	1.029	1.106	1.023		0.6157	0.07869	0.04144	1.0	1.147	1.173	1.019	1.054	1.089	1.137	1.0490000000000002	1.054	1.071	1.029	1.106	1.023		0.6157	0.07869	0.04144	0.0	5.005281586943087	2.383399702203943	1.0776905975618145	0.0001	-4.747509084668611	0.9314673538110848	0.054824024737267184	0.974848299230192	0.0541246677874535	0.8678447164484213	0.018349974870214607	0.09768999754603389	0.9171270212765957	0.3456912595076179	155.03582263299697	1.1382261462110158e-09	8.943771442427618	74.9767971069698	7.2819049885686145	down
CI-1_NPC-26	1	1.0	1.148	1.103	1.018	1.14	1.11	1.176	0.9783	0.9883	0.989	0.9708	1.111	1.192	1.479	1.557		1.541	1.0	1.148	1.103	1.018	1.14	1.11	1.176	0.9783	0.9883	0.989	0.9708	1.111	1.192	1.479	1.557		1.541	0.0	5.492519869028952	3.540670409312156	1.0620234432112705	1.5525257796067737	0.6345565255124563	1.1807314655898165	0.06344084851037458	0.890406403062682	0.08797967414125887	1.9555875305529364	0.02163336822085788	0.05738868967139431	1.175695744680851	0.192610952390755	32.87092072446793	3.569940139500761e-06	5.447339066045359	5.222412682263383	1.920917905390182	up
CJM_NPC-26	1	1.0	1.18	1.124	1.171	1.128	1.091	1.135	1.05	1.12	1.053	1.101	1.119	1.096	1.107	1.097		1.102	1.0	1.18	1.124	1.171	1.128	1.091	1.135	1.05	1.12	1.053	1.101	1.119	1.096	1.107	1.097		1.102	0.0	10.920818753952375	10.0	1.0	1.1104347826086958	0.1511246638709864	1.1104347826086958	0.03322081987769018	0.39762172996299894	1.680693967604026e-23	0.0	0.038360098598168996	0.00990453486863887	1.1080851063829786	0.04294277251391122	2.6837386419536227	0.09100472020721977	1.040936081230723	0.33982166675768666	0.023926207607611816	not
CL-11_CIL70	1	1.0	0.9619	0.9463	0.8926000000000001	0.9249	0.8892	0.8815000000000001	0.8683	0.9944	1.012	1.0590000000000002	0.9406	0.9502	0.902	0.8493	0.7363	0.3688	1.0	0.9619	0.9463	0.8926000000000001	0.9249	0.8892	0.8815000000000001	0.8683	0.9944	1.012	1.0590000000000002	0.9406	0.9502	0.902	0.8493	0.7363	0.3688	0.0	4.476847342463829	2.0879732880477335	0.942341184677198	0.0001	-1.3849089694091266	0.9033116916254603	0.04990496630598846	0.8884883330588397	0.5247651467948313	1.6079793165295024	0.01609190148102452	1.0957056011228752	0.8930531250000001	0.14944601053528556	33.8627291634355	1.5963065961658752e-06	5.796883691785345	11.567359318541618	3.4370679061671074	down
CL-11_NPC-26	1	1.0	1.047	1.035	1.009	1.084	0.9369	1.028	1.028	0.8645	0.9007	0.9909	0.9947	0.8869	0.1514	0.2732	0.1041	0.08765	1.0	1.047	1.035	1.009	1.084	0.9369	1.028	1.028	0.8645	0.9007	0.9909	0.9947	0.8869	0.1514	0.2732	0.1041	0.08765	0.0	5.474577622791323	7.272748455413933	0.9901732859454934	0.1505426905742565	-2.731755314524764	0.7903054732992304	0.0628410951706883	0.9693111445846343	0.0606720837170765	3.140848036142722	0.020764088678470648	0.04167983209542593	0.7853859375	0.358742085695081	134.25520591008595	7.598487292102816e-10	9.119272858519478	45.50299042507571	6.491863334866776	down
CMK_NPC-26	1	1.0	1.129	1.128	1.082	1.041	1.09	1.029	1.035	1.06	1.056	1.044	1.086	0.9913	1.06	1.106	1.075	1.136	1.0	1.129	1.128	1.082	1.041	1.09	1.029	1.035	1.06	1.056	1.044	1.086	0.9913	1.06	1.106	1.075	1.136	0.0	4.036280565808063	1.642624778328281	1.062969731539324	1.4152126680648658	0.18200677665412654	1.0676407530050276	0.03732670953406954	0.18695976766233824	15.736978397171434	9.183632685319113	0.012390326845782965	14.66220583314983	1.0690083333333333	0.04142228928773254	0.9838070811190673	0.5333421565437227	0.2729940873639461	0.266289297115291	0.009991854127551157	not
CML-T1_CIL70	1	1.0	1.169	1.22	1.211	1.217	1.198	1.253	1.176	1.137	1.148	1.116	0.9566	1.07	0.6951999999999999	0.0331599999999999	0.02607	0.02204	1.0	1.169	1.22	1.211	1.217	1.198	1.253	1.176	1.137	1.148	1.116	0.9566	1.07	0.6951999999999999	0.0331599999999999	0.02607	0.02204	0.0	5.271328929017117	3.3516325792968833	1.1589840534342075	0.0001	-9.411430896414076	0.9351589231388203	0.07593119552961718	0.96926283872861	0.0423578082321081	1.068453655666812	0.025068458006239736	0.06588383499894808	0.9239310416666666	0.4331139673134168	134.02791835208185	7.671975982268394e-10	9.115092765428717	91.82485075211378	8.186155370499883	down
CML-T1_NPC-26	1	1.0	0.9837	0.9872	0.9608	0.9517	0.977	1.06	0.899	0.9295	1.01	1.02	0.9763	0.9878	0.9809	0.9648	0.9803	0.9764	1.0	0.9837	0.9872	0.9608	0.9517	0.977	1.06	0.899	0.9295	1.01	1.02	0.9763	0.9878	0.9809	0.9648	0.9803	0.9764	0.0	6.6249326516709335	10.0	0.9704245931748705	0.9865827033136876	-0.019488100543310658	0.9783805863443672	0.03353346596581744	0.04237079819933187	2.5976455397384157	211.39312400662743	0.01356043118179097	0.014498241516331303	0.9782531250000002	0.03427879466145354	0.19102407582708258	0.9955225018565865	0.0019489191406361025	0.008308946891287196	-0.0	not
COLO 201_CIL70	1	1.0	1.058	1.022	1.005	0.9983	1.053	0.9941	0.9811	0.957	0.9813	0.95	0.8933	0.9634	0.9504	0.9118	0.9482	0.7089	1.0	1.058	1.022	1.005	0.9983	1.053	0.9941	0.9811	0.957	0.9813	0.95	0.8933	0.9634	0.9504	0.9118	0.9482	0.7089	0.0	3.1270220387936734	0.46553575952060233	1.0121525448009585	0.0001	-0.3114424799720465	0.9649812423753427	0.04345658832724807	0.6765095893252275	13.064010557214214	0.6952752031552638	0.02880069578643953	9.893402674582433	0.963415625	0.07640566911919815	8.8879874001507	0.001204767448586922	2.919096775115866	1.2950750396416544	0.42234564564208366	not
COLO 201_NPC-26	1	1.0	1.041	0.9865	1.011	1.073	0.9789	1.035	0.9959	1.026	0.9868	1.023	1.009	0.9627	0.9918	0.991	1.015	1.055	1.0	1.041	0.9865	1.011	1.073	0.9789	1.035	0.9959	1.026	0.9868	1.023	1.009	0.9627	0.9918	0.991	1.015	1.055	0.0	4.567956315150286	9.999421951749813	1.007690049536297	1.0555760060447705	0.07674977741661564	1.0094991795996429	0.025663696087354422	0.15878849297181197	262.9632431275168	19151.471403032232	0.007844561692300992	12.693143748662878	1.0103499999999999	0.02798319085787455	0.8029498955560724	0.6455060882349057	0.1900996572327973	0.0906904854797943	-0.0	not
COLO-205_CIL70	1	1.0	0.9972	1.032	0.8870999999999999	0.9351	1.054	0.936	0.9398	0.95	0.9644	0.9454	0.9855	0.9675	0.9106	0.8058	0.688	0.0751999999999999	1.0	0.9972	1.032	0.8870999999999999	0.9351	1.054	0.936	0.9398	0.95	0.9644	0.9454	0.9855	0.9675	0.9106	0.8058	0.688	0.0751999999999999	0.0	4.6217052987850575	3.205820960189297	0.9576341415628488	0.0001	-2.6976930738521805	0.9052307511833307	0.05347188055277152	0.9404799605993357	0.13254114146505572	1.974572995208335	0.016665688605450646	0.3184933184951951	0.8892625000000001	0.21919161861475428	67.16441801643238	3.7541706740837116e-08	7.425485987141463	29.300011417834355	5.461874543254956	down
COLO-205_NPC-26	1	1.0	1.068	1.106	1.051	1.026	1.129	1.124	1.085	1.115	1.016	1.038	1.096	1.118	1.098	1.131	1.056	1.158	1.0	1.068	1.106	1.051	1.026	1.129	1.124	1.085	1.115	1.016	1.038	1.096	1.118	1.098	1.131	1.056	1.158	0.0	5.934417878040331	10.0	1.0737933179362575	1.1102354554199083	0.15086567147974725	1.0861731629220501	0.040002840272391746	0.18869657323870603	1.4364699419467275	1042.5826700855034	0.014425051470521387	0.02063758878020571	1.0860833333333335	0.04450310722059284	1.0100266325717937	0.5183811098799227	0.28535083280179047	0.22321671058644343	0.004601843761148373	not
COLO-320-HSR_NPC-26	1	1.0	0.8223999999999999	0.8172	0.8904000000000001	0.9028	0.893	0.8565999999999999	0.9869	0.9581	0.8856999999999999	1.021	0.7618	0.8691	0.7123	0.469		0.5932999999999999	1.0	0.8223999999999999	0.8172	0.8904000000000001	0.9028	0.893	0.8565999999999999	0.9869	0.9581	0.8856999999999999	1.021	0.7618	0.8691	0.7123	0.469		0.5932999999999999	0.0	5.325143031396355	4.398633529682553	0.8942873737066184	0.5309602297578031	-0.9132418896994173	0.819803612467491	0.07066879751723937	0.7564948491198822	0.09948509116233256	5.738419818140448	0.02358962028076688	0.06742427052292418	0.8228351063829786	0.1442321274134262	12.662056661565963	0.0003371975693946224	3.472115564540497	4.647044789480505	1.7464008313124828	down
COLO-678_NPC-26	1	1.0	1.193	1.153	1.087	1.204	1.259	1.355	1.1840000000000002	1.178	1.145	1.115	1.255	1.195	1.069	1.0759999999999998		1.18	1.0	1.193	1.153	1.087	1.204	1.259	1.355	1.1840000000000002	1.178	1.145	1.115	1.255	1.195	1.069	1.0759999999999998		1.18	0.0	5.4880260646875865	10.0	1.1883948514174696	1.1105790295368918	0.15131205967063144	1.1696399947992224	0.07899332393984945	0.09633131512201965	1.879575687150542	158.86273468074336	0.026334276634853125	0.06456147962696569	1.1705	0.08324737233090304	0.442426814863905	0.8890271314453708	0.05108498497218152	0.14712865460996513	0.00019914826474192054	
COLO-680N_CIL70	1	1.0	0.9984	0.9972	1.006	0.9493	0.9922	0.9906	0.9996	0.9169	1.025	1.022	1.017	1.044	1.017	1.004	0.9654	0.6667000000000001	1.0	0.9984	0.9972	1.006	0.9493	0.9922	0.9906	0.9996	0.9169	1.025	1.022	1.017	1.044	1.017	1.004	0.9654	0.6667000000000001	0.0	4.547546281129507	6.550754895353531	0.9983124230171861	0.6319343064101195	-0.5849772059204289	0.9856587151534697	0.027959156513847953	0.8861347450763006	3.458077193710255	121.54855882290883	0.00855829028150658	3.2655617171795517	0.9791947916666667	0.08288244859124079	33.09787919710083	1.8040886937962118e-06	5.743742115197954	4.663405066097304	1.8045695007332392	down
COLO-680N_NPC-26	1	1.0		1.102	1.058	0.983	1.078	1.047		1.03	1.016	1.044	1.039	1.084	1.015	1.063	1.07	1.071	1.0		1.102	1.058	0.983	1.078	1.047		1.03	1.016	1.044	1.039	1.084	1.015	1.063	1.07	1.071	0.0	5.035506811097663	10.0	1.0429191840343408	1.0701053014915882	0.09775275359133853	1.0470247234562073	0.030307859830530855	0.11033776912485416	3.130794760252251	881.8932790407413	0.010663966778567527	0.025316262082457176	1.047518293217003	0.03214364877654882	0.46804370872854567	0.8721829494803346	0.059392407709582	0.10116031601390427	-0.0	not
COLO-699_CIL70	1	1.0	1.124	1.185	1.165	1.116	1.044	1.056	1.146	1.081	1.125	1.078	1.206	1.27	0.9485	0.8829		0.1251	1.0	1.124	1.185	1.165	1.116	1.044	1.056	1.146	1.081	1.125	1.078	1.206	1.27	0.9485	0.8829		0.1251	0.0	4.760571623398882	2.157710500704277	1.1236878103685195	0.0001	-2.650596131926354	1.0259644225490874	0.07177171715577588	0.9194351016502676	0.37266118800943293	1.9071591282378009	0.02415952801557881	0.557837285657516	1.0221478723404254	0.2531632036665225	45.768492160170446	6.69250393243493e-07	6.174411364954733	22.50028958048743	4.636747043915086	down
COLO-792_NPC-26	1	1.0	1.108	1.046	1.037	1.028	1.009	1.012	1.055	0.9579	0.9848	1.01	1.019	1.027	0.9802	1.017	0.9661	1.021	1.0	1.108	1.046	1.037	1.028	1.009	1.012	1.055	0.9579	0.9848	1.01	1.019	1.027	0.9802	1.017	0.9661	1.021	0.0	8.170213721099085	1.6937575882671616	1.0665626859632427	1.0035054861579455	0.005048540915420456	1.0141567298545122	0.02962126598189244	0.25796240633245116	0.49892235076931585	2.6930842741002476	0.028185289662402465	0.010823259209299859	1.01603125	0.03438821754575636	1.4779738853815216	0.3083003712348041	0.5110259523246438	0.0008480896055743131	-0.0	not
COLO-800_NPC-26	1	1.0	1.045	1.132	1.099	1.125	1.052	1.123	1.185	1.116	1.159	1.16	1.113	1.177	1.181	1.089		1.1840000000000002	1.0	1.045	1.132	1.099	1.125	1.052	1.123	1.185	1.116	1.159	1.16	1.113	1.177	1.181	1.089		1.1840000000000002	0.0	8.900151143219523	0.44800594344534933	0.9998979792319344	1.1541003212186136	0.20493157014335903	1.1311536266785716	0.03452590461878219	0.5731382580238191	0.814596918679693	0.47492938835025417	0.03983004407224696	0.026942480835028003	1.127202127659574	0.053178852222249676	5.489597179835918	0.010047561037382975	1.9979393468559474	0.6485986780872934	0.12462108872013035	
